filename,label,transcript
audio_355,2.0," My favorite hobby is listening to songs. Of course mobile and earphones are very mandatory for listening music. Whenever I feel sad, low or happy, I like to listen songs. It depends on my mood. When I'm happy, I listen to the like rap songs and many different enjoying songs. And when comes to my sad mood, I listen hard with that song. And also, I like to listen when I am alone or when I'm left alone, I like to hear the songs by my own. And I enjoy my own company while listening songs. Whenever it comes to my hobby, the first thing is songs because it's very important to keep my mind very fresh and low. This is why I remember listening to music in my favorite hobby."
audio_341,3.5," So yeah, there is something right up to you to do whenever I'm on the field. So one of them is literally like I like to study groups and different books and watching some of you like cities and as per the other many tools that I use when I need to use it in my hobby like I use some laptops and I need more more to watch into the books so when I go through the videos and some of you to videos to read the books and yeah I like to go practice in my hobby and on your own or with the other like someone I tend to spend with my own not to not suffer. Yeah that's it for the..."
audio_184,3.0," The scene of an airport first, you enter the airport and the first thing you see is the check-in and the shops. After you do the check-in right, you go through the security check where international police will check your belongings and then you can go, you can pass through security and go through the gates. Once you're boarding time, once you're boarding time is up, you can go inside the gate and boarding your plane."
audio_327,2.5," My co-host to become a software engineer, this is my life. I'm old because it makes, in spite of my age, we don't want to teach, we should make the corner of the process. So, it makes me very inspiring, like she's, we are teaching unmotred this implies, and how do we deal with families, along with the colleagues. And this is very really appreciating and inspiring personality in my life. This makes me, I want to become like, like her and like leading, like she, her leading, like, her, my life. And the challenges to become this goal is, yeah, according to solving different kinds of problems, it's very difficult. And not to be easy to solve."
audio_290,3.0," So, the school playground has a lot of children in it. It has a big red slide, also a colorful, magical round where children complain in it. It also has monkey bars, they're also colorful, you know, different colors, a yellow, blue, red. And it has a very big green area where kids can play, where they can, you know, chill out. It's a very nice playground."
audio_286,3.0, The description of the scene of a flood. I can imagine that it's a lot of trash that's stuck somewhere because we don't put the garbage on its place and we should avoid this. We have to put the trash on his place. We don't get floods during rainy days or in the winter. This is something that we should be able to do and we should take care of the earth.
audio_308,3.5," My best, the best day in our life was when our brother, when my brother is talking to me after three years. It's a wonderful day in my life because we are living at the same home but we don't talk to each other. I don't know that real season but I expect to be a little from my brother and the day in the game it's wonderful and happy as today in my life. My brother talked to me more than two hours. I don't want to express my word. I love my little."
audio_130,2.5," The result I visit was very nice. I went there with my families and the service are very good. The employees are very helpful. I would recommend that my colleagues also to visit the resort. There are many places where we can visit and the food, the areas are very clean and satisfied. It is very good and it is very helpful. You may visit there. Thank you."
audio_39,2.5, Yesterday I went to the crowded market of Delhi which is Sarojini Nagar market. I went there through Metro and I switched to Metro between there. Then I reached at Sarojini Nagar market. This is very crowded area. This market is very crowded and the clothes and other accessories are we can buy many accessories in very low prices. There are many types of clothes.
audio_12,3.0," I was staying at the long pool resort here in Chihuahua, Mexico and they have really nice views. There's lots of people staying from around the world and they have great food and breakfast. There is a lot of great weather and they have pretty big rooms. They have nice lining and as well they have carpet on the floors. People here are really happy with the service because it is really good. People taking care of the cleanliness of the place are really great in their jobs. The place is always really clean. I really love this resort."
audio_276,3.0," Yeah, that was when I was a child, you know, I was 12 years old, that was in Kukuta because I was born there, you know, I am a Colombian citizen. So, every day we have like 30 minutes or one hour to have breakfast, to have lunch, so we enjoyed that time with some friends, we hang out with the friends from the school. And that was funny because we have several times to share, you know, our toys, our experience with some friends more, you know. And we eat, you know, we eat like empanada or the lunch till we have time, you know."
audio_186,3.0," Permium, my favorite place to visit is Hyderabad, because Hyderabad is a capital town for the Telangana, which was consists of four sub-neasams, which was built by an isams, and it has an charminer, which was beautiful to watch, and the local food I wish to eat the local food was Pianna, it was 2 amme, and in a particular time to visit is summer holidays, because where my family members and my friends are available for me to visit that. So, and Hyderabad, and it consists of also a gold corner, which was in my first shooting, and she was built in Nawab's time, and I wish to visit that place."
audio_229,2.5, My favorite hobby is cricket. I like every move. I like to play cricket with my friends only. I use it to play cricket in my childhood days when it is about 10 to 10 years. I didn't want to play cricket because all my friends are very busy with their academies and all other teams. And I enjoy very most to play because it have very ups and downs in the cricket and very happiness and sadness with my friends and all other things. It is very to me. We play cricket. We play cricket. We play cricket. We play at unballed under wickets and all other things. Mainly we use ball of bat and ball. And we enjoy to practice cricket very honestly. And we learn the cricket by watching the cricket only. I like the cricket very most.
audio_113,3.0," My favorite place to visit is the gaitai. It is a popular tourist destination and also the gaitai is very refreshing and enjoyable to stay, to have a staycation there, any local foods or dishes. Yes, and I love everything that I see in the gaitai that I've experienced. The gaitai is very enjoyable because you can take a boat ride across the lake and also"
audio_180,3.5," My favorite hobby is watching TV. Whenever I have a freedom, I love watching television. It never abstracts my studies. All these help us to expand our knowledge and it teaches several things. First, I like to finish all my school homework and then start watching TV. This lightness might move and sparks up the excitement inside me as it increases my curiosity about the world. Watching different useful stuff on TV enhances my knowledge for origins and gives me a lot of joy. It is a good habit because watching TV scrops a lot of knowledge in various fields. There are several channels on TV which represent and I most enjoy entertainment like comedy scenes in TV."
audio_297,3.5," So, my goal actually has a few goals in life, one of which is to be successful, very, very successful. Career-wise, financial early and hard-wise. And that is because I want to be really, really philanthropic. Yes, I want to have a positive impact on life. I want to be able to send people to school, give scholarships, and to have a positive impact to life. Yes, I have some challenges to this goal, one of which is the economic, global economic status at the moment."
audio_275,5.0, So the playground in my mind has a sand floor. It's in front of the school and it's very colourful. It's got lots of different play areas. It's got trees lined around it. The children are playing tad or hide and seek or climbing on the climbing frame or playing on the swings. And I think I can hear children screaming and laughing together. The teachers might be chatting on one side or calling out to sort of the kids. I think it would just be quite a lively and loud scene.
audio_266,3.5," My hobby is watching movies. I like my hobby because it's helped me get lost in a different world. And when you think of watching movies, especially detective movies, I prefer to watch movies alone because that way I do not get distracted and I'm able to understand what's going on. I like to focus when I'm doing anything and I include when watching a movie. So I rather watch it alone. Yeah, that's it."
audio_118,2.0," There were many children who placed. There were trees because it was a rural place. It was made of dirt. Then the warming came and it was able to fix it. But there were many children or teachers played with us. There were many swims. The swims I played with my brother, my brother studied everything with me. There were my cousins too. There were a lot of souls. We had a lot of soft drinks. There was a patio where we could play."
audio_58_2,3.0," Well, if we talk about the school program, it's really common to see kids running for everywhere. Well, I used to play the Anda. He said, to play that, to touch another person, and the other person come to follow us to touch others. Also, as you can see, the kids playing football is really to see playing basketball. There's people who like playing basketball. So, I don't know. Obviously, a lot of kids for everywhere."
audio_284,2.5, School playground is made for children. There are many children in this playground. Some are playing cricket like some are playing football and some are playing volleyball. The different type of children's they are interested in different type of games. There was a game structure or beating structure also have in this playground and they instruct the people how to play the games with the rules and the regulations. And some of the students are playing their own games. They are not interested in all these types of games.
audio_181_2,2.5," My favorite hobby is to imitate my best friend because it uses lots of trained and enjoyment to me. It is a time pass. So we went on to be both also enjoyed. We got some memories. We almost want to spend more time and it is my favorite hobby. Because he treats me like a king. So I always want to imitate him. He also likes to irritate me because we both have same mind, children, mental vibes. We both have same mind set. That's why we are very close to each other. And it is a part of our hobby. So that's why we enjoy it a lot and we spend more time."
audio_279_2,2.5," My favorite hobby is drawing and I love to draw the pictures and I enjoyed the lot when I was drawing and I used some tools to draw and tools are like pencil, eraser, scale and colors and something like autumn to wrap the colors and while I'm drawing any picture I'll involve very deep and I'll draw and I love to draw the pictures and I like to enjoy the practicing my own hobby that is drawing with an..."
audio_371,5.0," So the playground is fenced off bordering the school. You need your teacher's playing, excuse me. I can hear teachers sort of talking amongst themselves while the students are playing. Students are very loud or unboxious. You can be playing tag, going through the jungle gym, what have you. Sliding down the slide, you know, trying the best to relax after just what they find as a boring lesson in school. Maybe there's a kid being buoyant somewhere too far away and the teachers are really paying attention because they're too deep into their own complexes, you know. Just other stuff you see at recess. Just the normal things, you know. It's just a black top with some..."
audio_368,3.5," My favourite holiday destination would be Goa, because Goa is one of the best place and cheapest place where we can travel, most of the people travel. And where we have so many beaches, where we can relax ourselves and we can feel very pleasant there. So Goa is one of the best, I want to have a beautiful chill out place where we can easily chill out there. And it is one of the best favourite holiday destination that I have. Goa is one of the, it is a small state, but it has very huge number of places where we can explore in it."
audio_165,3.0," School playground is sure that students play in this school. This playground has a comfortable surroundings for the students. There are building important life skills that will eventually help children become effective thinkers, leaders and collaborators. Play is under scrutiny as school administrators, teachers and parents. It's a pleasure for the students to perform academically."
audio_259,3.0," Now I am describing the place, imagine standing on the edge of the piston white sandy beach with turquoise water stretching out as far as the eye can see. This is serenity co-aheden paradise nestled along the coastline of a tropical island. The beach is the framed by lush palm trees, saving gently in the warm bridge, offering shade and a sense of solution. As you walk along the shoreline, the soft sand massages you will feed under the rhythmic sound of the waves lapping again as the shore fills the air. The water is so clear that you can see."
audio_137,2.5, I love one place that is beach in beach. We are enjoying a lot and in this my favorite dish is like Bonipur and Gopi. We are going to do some holidays. In beach we will enjoy a lot with French and family.
audio_155,3.0," The river had swollen beyond its banks, transforming the one's peaceful town into a chautic expanse of water. States were submerged with only the rooftops of houses and the dop of trees peeking above the murky flood waters. Cars floated immensely bubbling like cokes in the rentless current. Residents clung to makeshift rafts or vedid. To waste deep water, their belongings, bundled in plastic bags held high above their heads. The air was thick with the sounds of rushing water, distance, turns with the sounds of cries of people selling for help. The down-now reflection of the stromi sky above seemed to be copped in need."
audio_200,3.0, My share resort was on my honeymoon trip. I went there with my wife and the destination was in the Natal. So the destination trip started via a cab which was picked up from my home place only. Then we stopped at many places for having a break fast. Then we stopped at very sightseeing spots for clicking photographs. Then we entered the resort. Resort name was even resort. It had a swimming pool. It had a luxurious room with king bed size and the view was very fantastic. Then there was a bonfire in the night with rain coming down. The entire weather was awesome to spend in the moment of the spend resort was very awesome.
audio_198,3.0," My first, my most, my most enjoying hobby is the watching the kick get because I like the kick get very much. Kick get is the poor. Pop-plus works trade in many countries particularly in, particularly in England, Australia, India because I love my country so I like watching to the kick get because I, because I like to watch the IPL because it is from many inspirations so I will watch the kannals and get the, can also get the motivations and my also motivation from the kick get while watching it I will get inspired right. There is no any tools that you, that are happy because I like only the watching that. Yes I like practicing on hobby and work with other, on my own. I, I like to, I like to watch the kick get on my own. It is the most and it is also a very, very favorite game so many people like to watch this kick get."
audio_369_2,2.0," My favorite sports and cricket, my favorite sports and cricket will have a lot of famous to cricket and sports. They will be too great that many people have the centralies and cricket to be very good and energetic and fully energy and healthy. So many programs will have the conduct all about the cricket and cricket watching through this work of consuming because to show people for the anxiety into teams to provide it to energy and good sports. Everybody to take it to all favorite sports. Thank you."
audio_3,3.5," If not, it is natural disaster. It's something that might happen because of no reason. Hopefully, nowadays we do have a lot of technology that let us know when something might happen so we can be prepared. And, but it is also a bad thing because it caused a lot of debt when it goes to somewhere where they're not prepared for it. So it is actually a very important topic to take care of those situations, to be able to make it if something happens to the area where you're living in. And that's actually something that's not happening where I live in, in Monterey."
audio_233,3.5," The school playground is fun place, children and play there. They laugh and shout. Some climb on the tall things, others lay down fast. There are swings that go high up, kill-stop and share secrets. It's like a busy behavior with a lot of noises and happy faces. The glass is green and soft. When the school back brings, everyone slowly goes back to their classrooms."
audio_205,2.0," My hobby is to enjoy the every moment of the life. Whatever it may be, it may be sad, happy or something else. Every moment is precious for the first. So we need to enjoy every moment in our life. Whatever it may be the result. We should not think on result. We should think on process. How the process is going on? Then it will automatically give you a smile on our face. And that is my ultimate goal. Not thinking of too much of result. What will happen now tomorrow, day after tomorrow? No. Favorite hobby is to enjoy the every moment of life. And having smile on my face, that's it."
audio_116,3.0," I'm currently at the airport, basically at the entrance. And then when I entered the gate, I went directly to the main door. As I entered the main door, I can see all the people that's running to Enfro. There are also kids roaming around. Everyone is just too busy with their own stuff. There are people everywhere that has baggage with them. And when I look into the person at the reception area, there's a big screen on top of him. And then from there, I can see the flight numbers which are delayed and which..."
audio_356,2.0," Actually, the most I use it to enjoy practicing coding. I really like the coding because that gives you so much confidence in me, like you can do it and you can be able to think and give the answer and give the solution in the most appropriate way. So, coding is my best hobby. I used to spend so much amount of time on it, like after going to college, most of the time I spent on coding. It is my biggest happiness because the coding is really important for the placement and everything. So, I really like it so much. Yeah, I take some help from my friends as well as mentors that gives me NF confidence to build more end-to-seas to make it more interesting. We can go better."
audio_245,3.5," My favorite hobby is listening to this. I really enjoy this hobby a lot. It's my favorite because it gives me a pleasure when I get stressed or I feel tension about anything. It really gives me a piece of mind and I also use some kind of tools for this. I use Star Maker app to improve my singing skills. It really helps any kind of person to improve their singing skills and I enjoy practicing by listening and with my friends like chorus singing and we really enjoy those kind of singing as morning times for any time. During getting ready to call us, we from wake up time to till going time to call us."
audio_27,3.0," My favourite hobby is draining. When I need, I get time. I get lost into different worlds and stories. I pick up books which are very interesting and sometimes when I get bored, I also read books. I read adventurous books, some puzzles and detective books. Other times I explore magical lands filled with dragons. Reading helps me learn new things and imagine exciting adventures without ever leaving my shape. And my favourite hobby is including reading. I also have hobby soft singing, TV and watching, phone singing, etc."
audio_121,2.0," So my favorite hobby is doing yoga and meditation. It gives me free of my space and it gives me relaxation and doing yoga if there are many benefits and the most about my hobby is I will do these yoga in the morning and also as well as in the evening. So the most interesting in my hobby is while doing I am very excited to these yoga, yoga sanas and also I take some of the tools whenever I do the yoga."
audio_234_2,3.0," Well, the singing of an airport depends a lot on the country. Most of the time it's a very organized environment with a lot of security. Also sometimes can be a little bit chaotic because of the people that arrive, that arrive there like all day, every single day of the year. And there's also a lot of fast food when you can go and grab a drink, grab something to eat and have a good time while you wait for your plane to arrive. And also you have the duty free where you can get a lot of good brands and renamed brands for a tip price."
audio_225,3.5," I can tell you that many people enjoy their hobbies and I enjoy the most about when hobby is sensor fulfillment, makshation and express creativity or new interests. Also, there are tools that I need to use for hobby is brushes and paints and also I want to be a photographer so I might need a camera and I love gardening so I might need gardening tools. I enjoy practicing hobby on my own hobby."
audio_322,2.5," My favorite place is to, my favorite place is Manman Bandala, where the Goddess Arman is there. It's a travelling from the, travelling from the across villages and reaching the destination of the hill. The local foods are famous, like those are, and those are, there is a particular season to visit that place is at the commercial. Where the people, early mumbling, woke up and visit, visit this place to pray the Lord for the woman. This is my favorite place to visit."
audio_273,2.5," My topic about what makes this day special, every day is normal day but this day was somewhat special because of I travel with my friend from Deepakityu Alandakur and went to her house and by walk from railway station and that was a good part in this day because we talked about many things and about what we done in the Tirpati and what we not visit in Tirpati also but next time we will go to Tirpati and we visit all that and in the early morning or the sixth year I walked with my friend that was my very beautiful thing in this day and my brother and sister came to my home that was also special. We discussed so many things in this day. Thank you."
audio_323,3.5, My hobby is to watch movies and listen to the music. And mostly I used to listen to this music which are very melodious. And I like to listen to melodious songs very much. And I never try to sing a song because my voice is not that much good. And my hobby is to read books also and watch movies and my favorite movies or which are pleasant and which uses comedy to enjoy with my family. And I used to see with movies whenever they come and tell you reason for a festival like that. And I used to listen to music whenever I travel to long places. And I used to listen very much.
audio_351,3.0," This is even the best concept. Hey, I'm Rama. Hey, I'm Skalchopper. I'm Swarly Skushan. The nicest thing about myself or should I say my hobby is that I'm a really relaxed person both excited. Both inside and outside I'm a cool person in my own right and that is enough since my wife also creates a great environment and only I can't tell from the beginning. But I've noticed a shift in myself and it's extremely cool so I accept it. I choose to be happy no matter what. I like to rely on people for happiness so I'm quite content with my own company. I choose to write so that I could express myself and what."
audio_247,3.0, My favorite place to visit is Shinagar because it was on the top of the North India. My journey could be like this. I am going by train to Jammu after that we are going to have a car by which we eat shinagar by using car. We are able to see the national beauty of the Jammu and Kashmir which is very excited to see it looks like a heaven. The local food which is famous in that place was Rajma Shavar during the road trip and there are mushrooms as well which is special. The favorite season or particular time in which we are able to go to Shinagar was in winter when the snowfall is going to begin because it looks very beautiful. It's not.
audio_128,2.5," So, it was a while using the school playground, it's bringing back the memories of my school days. When I was a geek, I used to play the school playground with my friends, the material friends, it's not a wonderful thing. Can't expect feelings of us to play for I am playing with the ground. Each time we enter the ground, play a lot of games like the kids from born. I use an order to help people. Someone else wants to be an expert of feelings of the playground means to me."
audio_75,4.5," The best day of my life was when I graduated from high school. It was the day we filled in excitement, pride and celebration. I wore my cat and gown and walked across the stage and saved my diploma with huge smile on my face. My family and friends cheered for me and I felt the sense of accomplishment for all of my hard work. It marked the end of one chapter in the beginning of the new adventure, filled with endless possibilities. It's a day that I'll always cherish and remember fondly as a significant smile so in my life."
audio_330,4.5," My most favorite poly of all times, it's dancing. Any kind of dancing, but particularly I've been a contemporary dancer for, at all, 15 years of my life. But I also like dancing and sumba or salsa. That's very energizing. What I love the most is actually my mood improvement. I just feel very much alive every time that I dance. And I just feel free, very free. For dancing, usually I don't need anything in particular. In any case, just take good birth shoes that are comfortable for improving around. And I actually enjoy both things either dancing by myself and for myself. But also with others and includes"
audio_30,5.0," A favorite place for me to visit is Seoul, South Korea. I've been there many times but I never get bored of it. I love to go there especially in the spring or autumn when the weather is just perfect not too hot and not too cold. When I go I really like to go to various cafes. They have a really nice cafe culture with lots of trendy and stylish cafes so I like to cafe hop around to different new coffee shops that I looked up on Instagram or other social networks. Another thing I really love to do is go up a mountain. Seoul is surrounded by various mountains and go up a mountain at sunset. In the evening light it's just perfect to look out over the city."
audio_84,2.5," In the, what they saw in the TV, in the television, in the, what we saw in the station is really like there's many people watching to go home or go to work, go to school. It's kind of hard to go first because a lot of people want and they're really obsessed to go what, what, what, what we, what their destination and what they learn is go early, prepare and go morning early."
audio_338,2.0," My school has a big playground. It has a huge boundary wall. We play all types of games in the playground. We play only ball hockey, some ball cricket and basketball. Our school principal encourage all the children's football or other games. We have very strong teams of the players. They practice different games in the playground. Various matches are held on this playground. The 15th chapter of our school view running in the playground. He encourages all the players. Our teams have won many prizes in schools and games. Our schools in the playground has a produce many great players. They play dependable and as I am my school playground."
audio_108,5.0," So my goal in life is just to help people as best as I can and just try to make the world a better place. The challenges that I would have to face are just making sure that I do a really good job and it comes to helping other people because helping other people can be a difficult challenge, especially since a lot of, well some people deal with issues that take a lot of work to overcome anything that motivates me to stay focused and determined. I would have to just say, as I'm seeing other people do really well and overcome challenges in life and do better in life. So I would have to say that's what really motivates me in regards to helping other people and just making the world a better place in general. Just making sure that everybody, yeah, that the world is better."
audio_334,2.5," How long ago? Okay, my favorite hobby, I have several hobbies. I hike, I also watch movies and I get to do things. My favorite hobby is hiking. I love hiking with my friends. Of course, they help you to go far. You won't get tired. That's one reason why I love hiking. You won't get tired easily when you hike on top of your hike towards the mountains. You hike down, you hike on a major road, and I enjoy practicing with my friends because it makes it easier to hike. Last, while hiking."
audio_134,2.0," Well, there was a time in my holiday destination in our house Christmas because we spent my family, my friends, my cousin or other niece celebrating every Christmas year early and that is the most memorable. My favorite holiday destination in our house. I hope right now, 2034 will be having my family of course spending Christmas and yeah, that's it. I remember the thing. I hope something Christmas again."
audio_298,3.5, So on this cool playground it has some The playground looks like a place where children can interact and play around and also There are some instruments there like some fungi jumps bouncing casu and dewese and And See so so there's some activities going on in the playground like students sliding Shouldn't playing with yourselves and Sounds like I am in the playground like finally maybe students Just being happy Making some random sounds like shouting playing on the rest I
audio_45,2.5, I was going to go in the crowded market but there was a lot of people who was going to buy their stuffs and the market is so very very dirty and so and so smelly the market then I'll go with my cousin in the market in the crowded market and she say no but I'll go by myself and and I'll go by myself and buy the things that I needed so please
audio_315_2,3.0," Okay, my stay was quite fun and comfortable. The resort was actually really great. The rooms were very beautiful with decoration all according to the theme of the resort that it was nature. The rooms were very comfortable. The team, the working team, they were all very, very kind. I really enjoyed my stay at the resort and I will definitely come back again. I will recommend it to other people to it's a place that we must visit."
audio_66,3.0, Japur is a beautiful city and it is a beautiful culture also and Japur has a good architecture and good architecture by good architecture in their buildings and conceptions. They will provide a such good environment for the visitors and tourism and it is a and Japur is a very beautiful city. I think this is the best day station for me. I think this is the best and it is good for good holiday station.
audio_86,1.5," A crowd market often means more opportunity, not less opportunity. First if a market crowded, it means that there is plenty of demand. There are loads of people who want to buy. Second if a market is crowded, there are loads of ninja ways to figure out what needs stills being made. Include bigger players is easy. It is not a bad film but it is a crowded market. It is not worth it."
audio_243,2.5, My favorite place is Tripathi. I used to travel in trains to reach the Tripathi from my boarding point and the journey is very awesome and also I enjoyed a lot in the journey. The local food of Tripathi is a live co-war there and one thing special about Tripathi is the only after the Tripathi temple. I think the project will be high in the Tripathi only rather than in the ingress budget because most people are believing that the Tripathi temple is very aesthetic and also awful guy and the season means there is no particular time or special time to visit the temple.
audio_187,3.0," Hi, I am here to discuss about my favourite hobby. My favourite hobby is to listen music. I enter by listening music very much. I listen to music when, whenever it is possible for the situations and it is not to be time viable and it is very useful and there are two tools which is like music player and the music adds like you listen from that and I enjoy practicing my hobby with my own. I sing this song with myself and enjoy the music. The music which makes us feel happy or any emotions you like. I enjoy practicing music by my own."
audio_160,2.5," When I was a kid, I liked to go with my friends to the store and purchase some food, some snacks to chill a little bit and play around. I remember that we played football a lot and other games like basketball. I was also a kid with criminals and police. All that games we play at the school when we went all of us on our kid. That's the only room I have."
audio_13,3.0," Yeah, football is a globally popular sports played between two teams of 11 players on a regular field. With a goal at each end, the objective is a score to buy getting a ball into an opposition team, balls using any part of the body expect hands and arms. The game is played in 45 minutes and within a 15 minutes half-time break and the team will be most goal of the match means. If the score is tight depending on the completion, the match can be ended, draw to the extraction of the process the penalty should."
audio_36,2.5, My favorite holiday is summer destination in the Bora Kai. It is the capital of the state and I visited it along with my friends in summer and before arrival to the beautiful Bora Kai. I reserve the hotel through a tour operation company. So that we can enjoy the destination and we've been there. I like summer because it's not raining there and we can be in joy and we can enjoy the reach and we can clearly see the ocean.
audio_29,3.0," My favorite piece is this. This is the... This is the jingle. I love this piece because I just think I'm almost... I guess it's the... The right piece, the whole piece. All the animals, different kinds of animals. Wide-rise, even the next animals. The dry ones, the cards, the dolls, the monkeys. Well, the... This... This kind of food I like, and the jingle. You want to have special watch. You can see by now, why it goes. I actually love to eat that kind of glass. And I get to shake with the monkeys too. I need to hold whenever the picture is a pound. I want to grab that. Then, well, there is a particular time or season. And that's mostly... I enjoyed this year when I write 40t times with everyone. The teaching... Get..."
audio_171,3.5," My favorite hobby is to fly a kite. The tools that I need is a kite winder, a kite, and wind. I enjoy practicing my hobby on my own. The best, what I enjoy most about the hobby is the feeling of freedom. Being able to just relax when you take the kite."
audio_143,2.0," My favorite place to visit is our crab beans, which is pickle. And I love chambalini. I love going to pickle because there's a local foods or dishes that which I love to eat there. I can eat seafoods there that we can get from a sea. And we used to travel or to go to our crab beans, which is pickle when it's holy week. So, our whole family is gathering our holy week or spend our holy week to our crab beans. And we bond and we celebrate or spend the holy week together with our whole family."
audio_326,2.0," Goa. My favorite holiday destination is Gowa because there is a nice place, delicious food and friendly people in Goa. It is famous for the beach. It has a very high end as soon. Since my hobby is taking photography. So there is a good place to take my pictures, boosting and hinge my skills. There is a not only KLCC but also a famous for the delicious food. It has a Goa. It is a small and very usual in a Goa. It is a made of a chicken beef rabbit and etc. It will be beef with your eyes."
audio_278,2.0," My favorite place is the Call of the Spirit. The journey or travel experience is very good. And that places you can never forgot that food is a ghost. It is very delicious and also that you can eat. So, my flower also can sit inside me, inside me and also we can eat together. In particular time of day or season when this place is specially magical or beautiful. But night and we will go that place."
audio_222,3.0," My favorite place to visit is my local cinema. It is close to my house so I don't take any very good gear. I work here, I order a popcorn or whatever drink I need. And then I sit and watch the movie playing in the cinema. The reason I love this place is because I get to be among the first set of people to watch a movie and not come to an online platform like Twitter already. And see information about the movie when I have one."
audio_96,3.0," I am about to describe my favorite hobby. My hobby is to read books. What is the thing that I enjoy most about my hobby age is because when reading books it gives you a peace of mind and it also gives you a lot of knowledge. You can learn a lot of vocabulary from what you learn and you can also use it in your daily life. There are certain tools that I use in order to read. For example, I have a lot of books from which I most commonly read but I also use the phones and laptops in order to read because there are many free apps and also paid apps in order to provide you books. I enjoy practicing the hobby on my own because reading alone is a kind of peace and it is also very soothing. But I also suggest others to read a lot of books because it can greatly improve their vocabulary and it also can help them to improve themselves."
audio_52,3.5," A staying in resorts in a great way to relax and enjoy a vacation. First booking, reserve your home early especially during busy time. Look for a special do's. Second amenities. Resorts offer things like pools, cars, gym and restaurant. Third dining. Resorts often have different restaurants. Some offers milk and so you can pay for food in advance. Fourth activities. Participating activities such as swimming, yoga or guided tours. Fifth relaxation. Use the spa long by the pool or just invite the peaceful setting."
audio_241,2.5, My favorite sport is cricket. I started watching cricket since 2003. My favorite cricket is Virat Koli. He is playing cricket very well. I like cricket because so I like to play cricket and I like to watch cricket so there is a bat and a ball so there is a bat and a baller. So I like when a bird's man hit the six and I like to get because so whenever I go in the ground I feel like I'm a bird's man and again so cricket is most
audio_306,2.5," The airport is buzzing with the activity as people screw around, lugging suitcases and looking at departure boats. So when I was on airport, I saw a mother was running towards his son with Sandal in his hand as maybe she was very angry with him. So she started beating him and I was laughing and other people also was staring at them what they are doing. So this was where this was a very hilarious incident for me and it was a shocking as well for some others."
audio_312,2.0," Flood is a natural phenomenon that occurs due to your various geological process. It is one of the most dangerous and natural calamities that we can call as lethal damage, that main reason for flooding the excuse you rain falls and rainwater collected by the usually rain and prevented the floods through the dams and that will be the most frequent type of nature. Disaster and occur when overflow the water so that we usually dry the floods often caused by heavy rainfall rapidly so the storm useful, the tropical, psychological and natural disaster in water covers that is usually dry."
audio_179,2.0," The best in my life is the first time when I went to college. The first day of my college I entered to the college after completing my schooling. The subject I have chosen is completely opposite to my wish because I liked studying medicine but I hadn't performed my entrance well so I got runny. I got to study engineering which is the most hated subject maybe my new. But the first day I went to college the first time I saw my favorite professor. He was so handsome I admired him. I liked him when he talks. When he teaches, when he speaks with others, when he laughs and he smiles, I love to smile."
audio_42,3.0," Today my topic about Isego describes my favorite hobby. My favorite hobby is playing Chinese Shekkers. It is a game which gives me the knowledge of thinking ways because it is like having a star on the board. The one it needs to, at most it needs two players to play with. My hobby is a, is a call to play within two members because it is not able to play with my own. It is very interesting game as it helps to make one person a person how to reach the goal. According to their life it helps to the way we have to choose optimally. So I would like to prefer all to have a game."
audio_318,3.0," First of all, to describe my say in a resort, I need to mention that I was in Santa Marta. The hotel was so so clean and the staff was very patient with every course concern I had during my stance. Also the food was amazing because they had four different restaurants, four different countries. It was Italian, Mexican, Colombian and Mediterranean food. So every dish was really really nice. Also they were different places to meet with your family and with your friends."
audio_207,3.5," The playground looks like a beautiful magical book where you can have all the fun and activities. You have the sandbox which everyone is there playing and doing some sand castles and playing with the trucks, imaginary work, carrying on the sand and it sounds amazing. Actually, I enjoy a lot of the students from other colleges slash schools which they go from the sand playground. Actually, it's not on my school but it's on a public space which we all go around. We can hear all the cars and birds and people walking around and talking about it which is very nice and very wonderful. Today is a very nice day and I can hear the birds singing through this lovely day which is nice for me and my friends to live this life."
audio_283,2.0," Well, when I was a child, I remember I went to kindergarten and I like to play a ground. I remember there are a lot of kids, a lot of teachers, and just enjoy your life. You didn't think in other those. It was so good because you just enjoy play with the land, play with the cars, play video games, play with the toys, with the car toys. It was amazing."
audio_255,2.5, I have seen a flood in the year of 2005 in my hometown which is West Bengal and the city is Moshidabad. So in the flood when I saw like so many people are harassed by the flood and there was like a government provided food to the victims and we donated some money we collected some money for the victims and there are no place to stay so that's why we
audio_339,3.0," Yeah, first journey or travel experience, I will journey or go to Mumbai. It's a very good place. There are some historical places out there to see. It is a very wonderful place. There are historical places in Haajwadi, like some beaches, etc. There are famous bumbai. Here in this bumbai, in bumbai some bollywood items also. In bumbai there is no nice only food dishes. I eat so many. I like the most is many. I'm interested in many. And I see the places. It is a magic. I will go to in the mai-"
audio_5,3.5," They usually are divided in sections like the section where you can find the slides, the swings, the seesaw, the monkey bar, and maybe a sandbox. And there is also another section where you can play football and basketball. I think the playground is a place where you can rest. You can laugh, you can scream, you can run. And it is a place to be free from classes. Just enjoy and be kid for a while. And it is amazing. Normally there are trees as well. Some students, they rest under the trees, they study there. But most of the time there are just running around."
